# Estimated CEFR levels — OURS, not a published wordlist.
#
# Produced 2026-07-26 by independent raters over the cards that carry no
# published level and sit at zipf >= 3.0. Calibrated first against 420 cards
# that DO carry one (six raters, blind): 38 % exact, 91 % within one step,
# 91 % on the 'core vocabulary or beyond' boundary — against 26 / 76 / 71 %
# for deriving the level from frequency, the rule `info/PLANS.md` pt.3
# measured and rejected.
#
# Read that shape before using this file. The exact step is weak and the
# raters lean about a third of a level EASY. What is strong is the one
# boundary an official list attests, and on the Goethe half of the sample
# the estimate never once called a word 'core' that the list placed above.
#
# Per-level precision on words absent from the Goethe list (n=235): a1 83 %,
# a2 73 %, b2 39 %, c2 36 %, c1 26 %, b1 13 %. `b1` is the dumping ground.
#
# Consumed by vocab/levels.py into `cards.level_est` — never into `level`,
# and never into `band`, which picks one of 15 hand-painted brushes.
#
# lemma	level	conf
Terrier	b1	high
Territorium	b1	high
Terror	b1	high
Terroranschlag	b1	high
Terrorgruppe	b2	high
Terrorismus	b1	high
Terrorist	b1	high
Terrormiliz	b1	high
Testament	b1	low
Testen	b1	low
Tester	b1	medium
Testosteron	b2	low
Testspiel	b1	high
Teufel	b1	medium
Tex	c2	high
Texter	b1	low
Textil	b1	high
Textilien	b1	high
Textilindustrie	b2	high
Textur	b1	low
Thai-Restaurant	a1	high
Theatergruppe	a2	high
Theaterstück	a2	high
Theke	a2	high
Theoretiker	b2	high
Therapeut	a2	high
Therapeutin	a2	high
Therme	b1	high
Thorax	c1	high
Thread	b1	high
Thriller	a2	high
Thron	b1	high
Thumbnail	b1	low
Thunfisch	a1	high
Thunfisch-Sandwich	a2	high
Tick	b1	medium
Tiefbau	b2	low
Tiefgang	c2	high
Tiefgarage	b1	high
Tiefpunkt	b1	low
Tierarzt	a2	high
Tierchen	a1	high
Tiergarten	a2	medium
Tierhaltung	b1	high
Tierheim	a2	high
Tierquälerei	b1	high
Tierschutz	b1	high
Tierschützer	b1	high
Tierwelt	b1	high
Tierärztin	a1	high
Tiger	a2	high
Tilgung	b2	low
Time-out	b1	high
Timer	a2	high
Timing	b1	low
Tinte	a2	high
Tipp	a2	high
Tippfehler	b1	high
Tischler	a2	high
Tischtennis	a1	high
Titan	c1	low
Titelbild	a2	high
Titelblatt	b1	low
Titelverteidiger	b1	low
Titelverteidigung	b1	high
To-do	b1	low
To-do-Liste	a2	high
Toast	a2	high
Toaster	a1	high
Toben	b1	low
Tochterunternehmen	b2	high
Todesangst	b1	high
Todesfall	b1	low
Todesopfer	b1	high
Todesstrafe	b2	high
Todestag	b1	high
Todesursache	b1	high
Todesurteil	b1	high
Tofu	a1	high
Ton	a2	high
Tonart	b1	low
Tonband	b1	high
Tonfall	b1	high
Tonne	a2	high
Tonstudio	b1	high
Tonträger	c1	low
Tool	b1	high
Top	a2	high
Top-Level-Domain	b2	low
Topmodel	a2	high
Tor-Out	c2	low
Tora	b2	low
Torf	b1	low
Torhüter	a2	high
Torjäger	b2	low
Tornado	b1	high
Torpedo	b1	high
Torschütze	a2	high
Torschützenkönig	b1	low
Tortur	b2	high
Torwart	a2	high
Totalschaden	b2	low
Toter	b1	high
Touch	b2	low
Touchdown	c1	high
Touchscreen	a2	high
Tournee	b1	high
Trab	b2	low
Tracht	b1	low
Trade-Marketing-Manager	c1	low
Tragfähigkeit	c1	low
Tragik	b2	low
Tragödie	b1	high
Trailer	b1	low
Trainingslager	b1	low
Trakt	b1	high
Trampolin	a1	high
Trance	b1	high
Trance-DJ	c1	low
Trance-Musik	a2	high
Trank	c2	high
Transaktion	b2	high
Transe	b2	low
Transgender	b1	high
Transit	b1	high
Transit-Güterverkehr	c1	high
Translation	b2	low
Transporter	a2	high
Transportmittel	a2	high
Trash	b1	low
Trash-TV	b1	high
Trasse	b2	low
Traube	a2	high
Trauerfeier	b1	high
Trauerspiel	b1	low
Traumfrau	b1	high
Traumjob	b1	high
Trauung	b1	low
Treff	a2	high
Treffer	b1	low
Treiber	b1	high
Treibstoff	b1	low
Tresen	a2	medium
Tresor	b1	high
Triathlon	b1	high
Tribunal	c1	low
Tribut	b2	low
Tribüne	b1	high
Trichter	b1	high
Trieb	c1	low
Triebwerk	b2	low
Trigger	b1	high
Trikot	a2	high
Trilogie	b1	high
Trinker	b1	low
Trinkwasser	a2	high
Trio	b1	high
Trip-Hop	c1	low
Tritt	b1	low
Triumph	b1	high
Trocken-Shampoo	a2	high
Trockenheit	b1	high
Trommel	a2	high
Trommeln	b1	high
Trompete	a2	medium
Trompeter	b1	high
Tropf	b1	low
Trophäe	b1	low
Trost	b1	high
Trottel	b1	low
Trouble	b1	high
Trubel	b1	high
True-Crime-Fan	b1	high
Trug	c2	low
Truhe	b1	high
Trumpf	b1	medium
Trunk	c1	high
Trunkenheit	b2	high
Trupp	b1	high
Truppe	b1	low
Trust	b2	high
Träger	b2	low
Trägerin	b2	low
Trägerschaft	c1	medium
Trägheit	b2	low
Tränengas	b1	high
Träumer	a2	high
Tröpfchen	a2	high
Trümmer	b1	high
Tschechisch	a2	high
Tsunami	b1	low
Tube	a2	high
Tuberkulose	b2	low
Tumor	b1	low
Tumult	b2	high
Tuning	b1	medium
Tunnel	a2	high
Turbine	b2	high
Turbo-Abitur	b2	high
Turnen	a2	high
Turner	b1	low
Turnhalle	a1	high
Turnschuhe	a1	high
Turnverein	a2	high
Tussi	b1	low
Tutorial	b1	high
Tweet	b1	high
Two-Spirit	c2	low
Type-Token-Verhältnis	c2	high
Typhus	b2	high
Tyrann	b1	high
Tyrannei	b2	high
Tänzer	b1	low
Tänzerin	b1	high
Täuschung	b2	low
Töpfer	b1	high
Tötung	b2	low
Türkis	a2	high
Türkisch	a1	high
Türsteher	b1	high
U-Ausschuss	c1	high
U-Bahn-Bau	b1	low
U-Bahn-Haltestelle	a2	high
U-Bahn-Netz	b1	low
U-Bahn-Station	a1	high
U-Bahnhof	a2	high
U-Boot	a2	high
U-Boot-Basis	c1	low
U-Boot-Bunker	b2	low
U-Boot-Fahrer	b2	high
U-Boot-Fahrt	b1	low
U-Boot-Flotte	b2	low
U-Boot-Kommandant	c1	low
U-Boot-Krieg	c1	low
U-Haft	c1	low
U-Kultur	c1	low
UKW-Empfang	b2	medium
UKW-Sender	b2	high
UN-Angabe	b2	high
UN-Beobachter	b2	high
UN-Bericht	b1	high
UN-Einrichtung	b2	high
UN-Generalsekretär	b1	low
UN-Mission	b2	low
UN-Resolution	b2	low
UN-Sanktion	b1	high
US-Agent	b1	low
US-Astronaut	a2	high
US-Forscher	b1	high
US-Geheimdienst	b1	high
US-Helikopter	b1	low
US-Intervention	b2	low
US-Konzern	b2	low
US-Politik	b1	high
US-Schule	b1	low
US-Stützpunkt	b1	medium
US-Unternehmen	b1	high
US-amerikanisch	b1	medium
USB-Kabel	a2	high
USB-Stick	a2	high
UV-Index	b1	high
UV-Lampe	b2	medium
UV-Strahlung	b1	medium
Ubuntu	c1	low
Ud	c2	low
Uhrzeigersinn	a2	high
Uhrzeit	a1	high
Uhu	a2	medium
Ukrainer	a2	high
Ultra	b2	low
Ultraschall	b1	high
Umbenennung	b1	low
Umbruch	b2	high
Umfang	b2	high
Umgang	b1	high
Umgangsformen	b1	high
Umgangssprache	b1	high
Umgehung	b2	high
Umgestaltung	b2	low
Umhang	b1	high
Umkehrung	b1	low
Umkleide	a2	high
Umkreis	b1	medium
Umlage	b2	low
Umland	b1	low
Umlauf	b2	low
Umlaufbahn	b1	medium
Umriss	b2	high
Umrisse	b1	high
Umrüstung	b2	high
Umsatzsteuer	b2	high
Umschlag	a2	high
Umschreibung	b2	high
Umschulung	b1	high
Umstand	b2	high
Umstieg	b1	low
Umstrukturierung	b2	high
Umsturz	b1	high
Umverteilung	b2	high
Umwandlung	b2	high
Umweltministerium	b2	high
Umweltpolitik	b1	high
Umweltschützer	b1	high
Unabhängiger	b2	low
Unabhängigkeit	b1	high
Unannehmlichkeiten	b1	high
Unbehagen	b2	high
Unbekannte	b1	low
Unbekanntes	b2	high
Underground	b1	high
Unding	b2	low
Uneinigkeit	b1	low
Unendliche	c2	low
Unendlichkeit	b2	low
Unfallflucht	b2	high
Unfallort	a2	high
Unfallstelle	a2	high
Unfallversicherung	b1	high
Unfug	b1	low
Unfähigkeit	b2	high
Ungar	a2	high
Ungarisch	a1	high
Ungeduld	b1	high
Ungeheuer	b1	low
Ungehorsam	b2	high
Ungenügend	b1	low
Ungerechtigkeit	b1	high
Ungewisse	b2	low
Ungewissheit	b1	high
Ungewißheit	b2	high
Ungeziefer	b1	high
Ungleichheit	b2	high
Unglückliche	b1	medium
Unglücklicher	b1	low
Ungnade	c1	high
Uniklinik	b1	low
Union	b1	high
Universitätsklinik	b1	high
Universitätsklinikum	b2	high
Unkenntnis	b2	high
Unkraut	a2	high
Unmut	b2	low
Unmöglichkeit	b1	high
Unordnung	a2	high
Unrecht	b1	high
Unruhe	b1	high
Unruhen	b2	high
Unschuld	b1	high
Unschuldige	b2	high
Unschuldiger	b1	low
Unschuldsvermutung	b2	high
Unsicherheit	b1	high
Unsinn	b1	high
Unsterblichkeit	c1	high
Unstimmigkeiten	b2	high
Unterarm	a2	high
Unterbau	b2	high
Unterbewusstsein	b2	high
Unterbrechung	b1	high
Unterbringung	b2	high
Unterdrückung	b2	high
Unterfangen	c1	high
Unterführung	a2	high
Untergang	b2	low
Untergeschoss	a2	high
Untergrund	b1	low
Unterhalt	b2	low
Unterhose	a1	high
Unterkiefer	b1	low
Unterkommen	b2	high
Unterlage	b1	high
Unterlassung	b2	high
Unterleib	b1	high
Unternehmensberater	b2	high
Unternehmensführung	b2	high
Unteroffizier	c1	low
Unterordnung	b2	high
Unterscheidung	b2	high
Unterschicht	b2	high
Unterschlupf	b1	high
Unterseite	b1	low
Unterstellung	b2	high
Unterstützer	b1	high
Untersuchungsausschuss	c1	high
Untersuchungshaft	c1	low
Untertan	c1	low
Untertitel	b1	low
Unterton	b2	high
Unterwelt	b1	high
Unterwerfung	b2	medium
Unterzahl	b2	high
Unterzeichner	b2	high
Unterzeichnung	b2	high
Untreue	b1	high
Unvermögen	b2	high
Unverschämtheit	b1	low
Unversehrtheit	c1	high
Unverständnis	b2	high
Unwesen	b2	low
Unwetter	b1	low
Unwissenheit	b1	low
Unzufriedenheit	b2	high
Upgrade	b1	high
Upload	b1	high
Upper	b2	low
Uran	b2	high
Uraufführung	b2	low
Ureinwohner	b2	high
Urenkel	a2	high
Urheber	b2	high
Urin	b1	high
Urknall	b2	low
Urlauber	a2	high
Urne	b2	medium
Urwald	a2	high
Utensilien	b1	high
Utopia	b2	high
Utopie	b2	high
V-Ausschnitt	a2	high
V-Formation	b1	low
V-Mann	b2	low
V-Muster	b2	low
V-Stil	c1	high
VIP-Bereich	b1	high
VIP-Flug	b1	medium
VIP-Gast	b1	high
VIP-Lounge	b2	low
VIP-Raum	a2	low
VIP-Zimmer	a2	low
Vagina	b1	high
Vakuum	b2	high
Vampir	a2	high
Van	a2	high
Vandalismus	b2	high
Vanille	a2	high
Varianz	c1	high
Variation	b1	high
Varietät	c1	high
Vaterland	b2	high
Vaterschaft	b1	low
Vatertag	a2	high
Veganer	b1	low
Vegetarier	b1	medium
Vegetation	b2	high
Vehikel	b2	high
Veilchen	b1	low
Ventil	b2	high
Ventilator	a2	high
Verabschiedung	b1	low
Verachtung	b2	high
Verallgemeinerung	b2	high
Veranda	a2	high
Verankerung	c1	low
Veranlagung	b2	low
Veranlassung	b1	low
Veranstaltungsreihe	b1	low
Verantwortliche	b1	high
Verantwortlichkeit	b1	high
Verarbeitung	b2	low
Verb	a2	high
Verbandsgemeinde	c1	high
Verbannung	b2	high
Verbesserung	b1	high
Verbeugung	b1	low
Verbleib	c1	low
Verbraucherschutz	b1	high
Verbraucherzentrale	b1	high
Verbrechen	b1	high
Verbreitung	b2	high
Verbrennung	b1	high
Verbrennungsmotor	b1	high
Verbund	b2	low
Verbundenheit	b2	high
Verbündete	b1	high
Verbündeter	b2	high
Verdammter	b1	low
Verdauen	b1	low
Verdauung	b1	high
Verderben	c1	high
Verdichtung	b2	high
Verdienst	b1	high
Verdoppelung	b2	low
Verdrängung	b2	high
Verdächtige	b1	low
Verdächtiger	b1	high
Verehrer	b1	low
Verehrung	b2	high
Vereinbarkeit	b2	high
Vereinfachung	b2	high
Vereinheitlichung	b2	low
Vereinigung	b2	low
Vereinsheim	b1	high
Vereinsleben	b1	low
Vererbung	b1	high
Verfall	b2	low
Verfasser	b1	high
Verfassungsbeschwerde	c1	high
Verfassungsgericht	b2	high
Verfechter	b2	high
Verfolger	b1	high
Verfolgung	b2	high
Verfügbarkeit	b1	high
Verfügung	b2	low
Vergabe	b2	medium
Vergangene	b2	high
Vergebung	c1	low
Vergeltung	b2	medium
Vergessenheit	c1	high
Vergewaltigung	b2	high
Vergiftung	b1	high
Vergleich	b1	high
Vergleichbarkeit	b2	high
Vergrößerung	b2	medium
Vergütung	b2	high
Verhaltensmuster	b2	high
Verhandlung	b1	high
Verhandlungen	b1	high
Verharmlosung	b2	high
Verhinderung	b2	medium
Verhungern	b1	high
Verhältnismäßigkeit	b2	low
Verhängnis	c1	low
Verhör	b1	high
Verhütung	b1	medium
Verkauf	a2	high
Verkehrsaufkommen	b1	high
Verkehrspolitik	b2	high
Verkehrsteilnehmer	b1	high
Verkehrsunfall	a2	high
Verkleinerung	b1	high
Verknüpfung	b2	high
Verkörperung	b2	high
Verkündigung	c1	high
Verkündung	b2	medium
Verlagerung	b2	medium
Verlass	b2	low
Verlassen	b2	low
Verlauf	b2	high
Verlegenheit	b1	high
Verleger	b2	high
Verlegung	b2	high
Verleih	b1	low
Verleihung	b1	high
Verletzte	b1	high
Verletzter	b1	low
Verleumdung	b2	high
Verlinkung	b1	high
Verlobte	b1	low
Verlobung	b1	low
Verlosung	b1	low
Verlängerung	b1	high
Vermarktung	b2	high
Vermehrung	b1	high
Vermeidung	b2	high
Vermerk	b2	low
Vermessung	c1	low
Verminderung	b2	high
Vermischung	b1	high
Vermittler	b2	medium
Vermutung	b1	high
Vermächtnis	c1	medium
Vermögenswerte	b2	high
Vernachlässigung	b2	high
Vernehmung	b2	high
Vernunft	b2	high
Verpflegung	b2	low
Verringerung	b1	high
Verrückte	b1	high
Verrückter	b1	medium
Vers	b2	low
Versager	b1	high
Versammlungsfreiheit	b1	high
Versand	b1	high
Versandkosten	b1	high
Verschiebung	b2	high
Verschlechterung	b1	low
Verschleierung	b2	low
Verschleiß	b2	high
Verschluss	b1	high
Verschmelzung	b2	low
Verschulden	b2	high
Verschuldung	b2	high
Verschwörung	b1	high
Verschwörungstheoretiker	b2	high
Verschwörungstheorie	b1	high
Verschärfung	b2	low
Versenkung	b2	high
Versetzung	b1	high
Versicherer	b2	high
Versicherungsschutz	b2	low
Version	b1	low
Versorger	b1	high
Verstaatlichung	b2	high
Versteigerung	b1	low
Verstopfung	b1	medium
Verstorbene	b1	low
Verstorbener	b2	high
Verstoß	b2	high
Verstärkung	b1	low
Versuchs-und-Irrtum-Methode	b2	high
Versuchung	b1	low
Versöhnung	b2	low
Verteidigung	b1	high
Verteidigungsministerin	b1	high
Verteidigungsministerium	b1	high
Verteiler	b2	low
Verteilung	b2	low
Vertiefung	b2	high
Vertikale	b1	high
Vertragsabschluss	b2	high
Vertragspartner	b2	high
Vertraulichkeit	b2	high
Vertraute	b2	high
Vertrauter	b2	low
Vertreibung	b2	high
Vertrieb	b2	high
Vertriebene	b2	high
Verurteilung	b2	high
Vervielfältigung	c1	low
Verwahrung	b2	low
Verwalten	b2	high
Verwalter	b1	low
Verwaltungsgebäude	b1	low
Verwaltungsgemeinschaft	b2	low
Verwaltungsgericht	b2	high
Verwaltungskosten	b2	high
Verwaltungsrat	b2	high
Verwaltungsrecht	b2	high
Verwandlung	b1	high
Verwandter	a2	high
Verwandtschaft	b1	high
Verwarnung	b1	high
Verweigerung	b1	low
Verweis	b2	high
Verwertung	b2	high
Verwirklichung	b2	low
Verwunderung	b1	high
Verwundete	b1	low
Verwüstung	b2	high
Verzehr	b2	low
Verzeichnis	b2	low
Verzerrung	b2	high
Verzicht	b1	high
Verzinsung	b2	low
Verzug	b2	medium
Verzweifelter	b1	high
Verzweiflung	b1	high
Verzögerung	b1	high
Veränderung	b1	high
Veräußerung	c1	high
Veröffentlichung	b2	high
Vesper	b1	low
Veteran	b1	low
Veto	b1	high
Vetter	c1	medium
Vetternwirtschaft	c1	high
Vibrator	b2	low
Victory-Zeichen	b1	low
Videomaterial	b1	low
Videospiel	a2	high
Videoüberwachung	b1	high
Vieh	a2	low
Vielfaches	b2	high
Vielfalt	b2	high
Vielzahl	b1	high
Vier-Gänge-Menü	b1	low
Vier-Sterne-General	b2	low
Vierbeiner	b1	high
Viertelfinale	a2	high
Viertelstunde	a1	high
Vierter	a2	high
Villa	a2	high
Vintage	b1	low
Vinyl	b1	high
Violine	b1	high
Violoncello	b1	high
Virus-RNA	c1	low
Visier	b1	low
Visualisierung	b2	low
Vitalität	b1	low
Vitamin-A-Mangel	b2	high
Vitamin-D-Mangel	b2	high
Vitrine	b1	high
Vizekanzler	b1	high
Vizemeister	b1	low
Vizepräsident	b1	high
Vizepräsidentin	b1	high
Vlies	c2	low
Vogel-Strauß-Politik	c1	medium
Vokabular	b1	high
Vokal	b1	high
Volatilität	c1	low
Volk	a2	high
Volksabstimmung	b1	high
Volksentscheid	b2	high
Volksfest	a2	high
Volksgruppe	b2	high
Volkskunde	b2	high
Volkslied	b1	high
Volksmund	b2	low
Volksmusik	b1	low
Volkspark	a2	high
Volksschule	b1	medium
Volksverhetzung	c1	high
Volksvertreter	b1	high
Volkswirtschaft	b2	high
Volkszählung	b1	high
Vollbeschäftigung	b2	high
Vollendung	c1	low
Vollgas	b1	high
Vollidiot	b1	high
Volljährigkeit	b1	high
Vollmacht	b2	high
Vollmond	a2	high
Vollpfosten	b1	low
Vollstreckung	c1	high
Vollständigkeit	b2	medium
Volltreffer	b1	high
Vollversammlung	b1	high
Vollzeit	a2	high
Vollzug	c1	low
Volumen	b1	low
Vor-Ort-Termin	b2	high
Vorabend	b1	low
Vorarbeit	b1	low
Vorarlberger	c1	low
Voraussicht	b2	high
Vorbehalt	b2	high
Vorbeugung	b2	high
Vorbringen	b2	low
Vordenker	b2	high
Vordergrund	b1	high
Vordermann	b1	low
Vorderseite	a2	high
Vorentscheidung	b2	high
Vorfahrt-gewähren-Schild	b1	low
Vorfall	b1	high
Vorfreude	b1	high
Vorführung	b1	high
Vorgabe	b1	high
Vorgang	b2	low
Vorgarten	a2	high
Vorgehensweise	b2	high
Vorgeschichte	b2	high
Vorgeschmack	b1	low
Vorgesetzte	b1	high
Vorgesetzter	b1	high
Vorgänger	b1	high
Vorhandensein	b2	high
Vorhang	a2	high
Vorhaut	b1	high
Vorhersage	b1	high
Vorjahr	b1	low
Vorkehrungen	b2	high
Vorkenntnisse	b1	high
Vorlage	b1	low
Vorlauf	b2	low
Vorlesung	b1	high
Vorliebe	b1	high
Vorläufer	b1	low
Vormarsch	b2	low
Vormund	b1	high
Vormundschaft	b2	high
Vorplatz	a2	high
Vorrang	b2	high
Vorrat	b1	high
Vorratsdatenspeicherung	c1	high
Vorraum	a2	high
Vorreiter	b2	low
Vorrichtung	b2	high
Vorrunde	b1	low
Vorrücken	b1	low
Vorsaison	b1	high
Vorsatz	b1	high
Vorschau	b1	medium
Vorschein	c1	low
Vorschuss	b1	high
Vorsitz	b1	high
Vorsitzende	b1	high
Vorsitzender	b1	high
Vorspiel	b2	medium
Vorsprung	b1	high
Vorstadt	a2	high
Vorstandsmitglied	b1	low
Vorstandsvorsitzende	b1	high
Vorstandsvorsitzender	b2	high
Vorsteher	b1	low
Vorstellungsgespräch	b1	high
Vorstellungskraft	b1	low
Vorstoß	b2	low
Vorstufe	b2	high
Vortag	b1	low
Vorverkauf	b1	high
Vorwand	b2	low
Vorweg	c1	low
Vorwort	b1	low
Vorzeichen	b2	medium
Vorzeigen	b1	low
Vorzug	b1	high
Voting	b1	low
Vulkan	a2	high
Vögelchen	a2	high
Völkermord	b1	high
W-Frage	b2	low
W-Wort	b1	low
WC-Papier	a2	high
WM-Ball	b1	low
WM-Fußballstadion	b1	low
WM-Kampf	b1	high
WM-Medaille	a2	high
WM-Start	b1	low
Waage	a2	low
Wache	b1	high
Wachmann	b1	high
Wachs	a2	high
Wade	a2	high
Waffe	b1	high
Waffel	a1	high
Waffengewalt	b2	high
Waffenstillstand	b1	high
Wagenknecht	c2	medium
Waggon	a2	high
Wagnis	b2	high
Wahl-Krimi	b2	low
Wahlberechtigte	b1	high
Wahlbezirk	b1	low
Wahlergebnis	b1	high
Wahlgang	b2	low
Wahlhelfer	b1	high
Wahlkampf	b1	high
Wahlkreis	b1	high
Wahllokal	b1	high
Wahlperiode	b2	medium
Wahlprogramm	b1	low
Wahlrecht	b1	high
Wahlsieg	b1	high
Wahlzettel	b1	high
Wahn	b2	low
Wahnsinn	b1	high
Wahnsinnige	b1	low
Wahrheitsgehalt	b2	high
Wahrscheinlichkeit	b2	low
Wahrung	b2	high
Wahrzeichen	b1	medium
Waisenhaus	b1	high
Wal	a2	high
Wald-und-Wiesen-Thema	b2	low
Waldbrand	b1	high
Waldgebiet	a2	high
Waldorfschule	b1	high
Waldrand	a2	high
Waldsee	a2	high
Waldstück	a2	high
Walking	a2	high
Wallach	b2	high
Wallfahrt	b2	high
Wallfahrtskirche	b2	low
Walze	b1	low
Walzer	b1	low
Wandel	b2	high
Wanderer	a2	low
Wanderweg	a2	high
Wandlung	b2	high
Wange	a2	high
Wanne	a2	high
Wappen	b1	low
Warenhaus	b1	high
Warenkorb	b1	high
Warentest	b1	high
Warm-up	a2	low
Warner	b2	low
Warte	c2	low
Warteliste	b1	high
Warteschlange	a2	high
Wartezeit	a2	high
Wartezimmer	a2	high
Wartung	b2	medium
Waschbecken	a2	high
Waschbär	a2	high
Waschlappen	a2	high
Wasserdampf	b1	low
Wasserfall	a2	high
Wasserkocher	a1	high
Wasserkraft	b2	high
Wasserleitung	a2	high
Wasseroberfläche	b1	low
Wasserqualität	b1	high
Wasserstand	b1	high
Wasserstoff	b1	high
Wasserstraße	b1	high
Wassertemperatur	a2	high
Wasserturm	b1	low
Wasserversorgung	b1	high
Wasserwerk	b1	medium
Wasserwirtschaft	b2	low
Wasserzeichen	b1	high
Watt	b1	low
Watte	a2	high
Wattenmeer	c1	low
Web-Seminar	b1	low
Webcam	a2	high
Webdesign	a2	high
Weben	b1	high
Weber	b1	low
Webseite	b1	high
Website	a2	high
Wechsel	b1	low
Wechselkurs	b2	high
Wechselstrom	b2	low
Wechselwirkung	b2	high
Weckruf	b1	high
Wedel	b2	low
Wegbereiter	c1	low
Wegfall	b2	high
Weggang	b1	low
Weggehen	b1	high
Wegweiser	a2	high
Weh	c1	low
Wehe	c1	low
Wehr	b2	low
Wehrdienst	b1	low
Wehrpflicht	b2	low
Weibchen	a2	low
Weiblichkeit	b1	high
Weiche	c1	low
Weide	b1	low
Weigerung	b1	high
Weihe	c1	high
Weiher	b1	low
Weihnachtsbaum	a1	high
Weihnachtsfeier	a1	high
Weihnachtsgeschenk	a1	high
Weihnachtsmann	a1	high
Weihnachtsmarkt	a1	high
Weihnachtszeit	a2	high
Weihrauch	b1	low
Weilchen	a2	high
Weile	a2	high
Weiler	b2	high
Weinbau	b1	high
Weinberg	a2	high
Weingarten	b1	low
Weingut	b1	low
Weinkeller	a2	high
Weinstein	c2	low
Weinstraße	b1	high
Weisheit	b2	low
Weisung	b2	low
Weite	b2	low
Weiterentwicklung	b2	high
Weiterfahrt	b1	low
Weiterführung	b2	high
Weitergabe	b1	high
Weiterleitung	b1	high
Weitsicht	b1	high
Weitsprung	a2	high
Weizen	a2	high
Weiße	b1	low
Weißer-Kragen-Kriminalität	c1	high
Weißwein	a1	high
Welle	a2	high
Wellen	b1	low
Wellenlänge	c1	high
Wellness	b1	low
Welpe	a2	high
Wels	b2	low
Weltall	a2	high
Weltanschauung	b2	high
Weltausstellung	b1	high
Weltbevölkerung	b1	high
Weltbild	b2	high
Welterbe	b2	low
Weltgeschichte	b1	high
Welthandel	b1	high
Weltherrschaft	b2	low
Weltkarte	a1	high
Weltklasse	b1	high
Weltkulturerbe	b1	high
Weltliteratur	b2	high
Weltmarkt	b2	high
Weltmeisterin	a2	high
Weltmeisterschaft	a2	high
Weltordnung	c1	low
Weltpremiere	a2	high
Weltraum	b1	high
Weltreise	a2	high
Weltsicht	b2	high
Weltspitze	b1	low
Weltuntergang	b2	low
Weltwirtschaft	b2	high
Wende	b1	low
Wendel	c2	low
Wendepunkt	b1	low
Wer-Fall	b1	low
Werbekampagne	b1	high
Werber	b1	high
Werbespot	b1	high
Werdegang	b2	high
Werfer	b2	high
Werft	b2	high
Werken	b1	medium
Werkstoff	b1	high
Wertigkeit	c2	low
Wertpapiere	c1	medium
Wertsachen	a2	high
Wertschätzung	b2	high
Wertung	b1	high
Wertverlust	b1	high
Werwolf	b1	high
Wesentliche	b2	high
Wespe	a2	high
West-Nil-Fieber	c2	high
West-Nil-Virus	c2	high
Westdeutscher	b1	high
Weste	a2	high
Western	b1	high
Westküste	b1	low
Wettbewerber	b1	high
Wette	a2	high
Wetten	b1	low
Wetter-App	a2	high
Wetterdienst	a2	high
Wettkampf	a2	high
Wettlauf	b1	high
Wettstreit	b2	low
Whirlpool	a2	high
Whiskey	a1	high
Whisky	a2	high
Whistleblower	b2	high
Wi-Fi	a1	high
Wichtigkeit	b1	high
Widder	b1	high
Widerruf	b2	high
Widersacher	c1	high
Widmung	b1	high
Wiederaufbau	b1	high
Wiederaufnahme	b2	high
Wiederaufstieg	b2	high
Wiedereinführung	b1	low
Wiedereröffnung	b1	high
Wiedergabe	b2	high
Wiedergeburt	b2	medium
Wiedergutmachung	b2	high
Wiederherstellung	b2	low
Wiederkehr	b2	low
Wiederwahl	b1	high
Wiege	b2	low
Wiesn	b2	low
Wikipedia-Eintrag	a2	medium
Wikipedia-Seite	a2	high
Wildbahn	c1	low
Wildcard	b2	high
Wilde	c1	low
Wilderer	b1	high
Wildnis	b2	medium
Wildschwein	b1	high
Wille	b1	high
Willenskraft	b1	high
Willkommenskultur	b2	high
Willkür	c1	high
Win-win-Situation	b1	high
Winde	c1	low
Windel	a1	high
Windgeschwindigkeit	b1	low
Windkraft	b2	medium
Windpark	b1	high
Windrad	a2	high
Windrichtung	a2	high
Windschutzscheibe	a2	high
Wink	b1	low
Wintergarten	b1	high
Winterpause	b1	medium
Winterreifen	a2	high
Winterschlaf	a2	low
Wintersemester	b1	medium
Winterspiele	a2	high
Winzer	b1	high
Wir-Gefühl	b2	low
Wirbel	b1	high
Wirbelsäule	b1	medium
Wirksamkeit	b2	high
Wirkstoff	b2	high
Wirkungsgrad	b2	high
Wirkungsweise	b2	high
Wirtschaftlichkeit	b2	high
Wirtschaftsforschung	b2	low
Wirtschaftsgeschichte	b2	low
Wirtschaftskraft	b1	high
Wirtschaftslage	b1	high
Wirtschaftsleistung	b1	high
Wirtschaftspolitik	b2	high
Wirtschaftsrecht	c1	low
Wirtschaftswachstum	b2	high
Wirtschaftswissenschaftler	b1	high
Wirtshaus	a2	high
Wisch	b2	low
Wissensstand	b1	low
Wissenswertes	b1	high
Witterung	b2	low
Witwer	b1	medium
Witz-Erzähler	b1	low
Witz-Sammlung	b1	low
Witze-Erzähler	a2	low
Wochenblatt	b1	low
Wochenmarkt	a2	high
Wochenstunden	b1	medium
Wochenzeitung	b1	high
Wodka	a2	high
Wohlergehen	b2	high
Wohlfahrt	b1	low
Wohltäter	c1	high
Wohlwollen	b2	high
Wohnanlage	b1	high
Wohnbau	b2	low
Wohnen	b1	low
Wohnfläche	b1	low
Wohngebiet	a2	high
Wohngebäude	b1	low
Wohnhaus	a2	high
